id,lat,lon,name,owner,pgm,type,met,currents,waterquality,dart,elev,seq
42386,27.326,-90.714,Tahiti Spar - Green Canyon 641,Chevron,Oil and Gas Industry,oilrig,n,n,n,n,,
42387,28.267,-88.399,Thunder Hawk FPU - Mississippi Canyon 734,Murphy,Oil and Gas Industry,oilrig,n,n,n,n,,
42388,27.73,-91.109,Helix Producer 1 - Green Canyon 237,Helix,Oil and Gas Industry,oilrig,n,n,n,n,,
42390,26.129,-94.898,Perdido - Alaminos Canyon 857,Shell Oil,Oil and Gas Industry,oilrig,n,y,y,n,0,
42391,28.034,-89.101,Telemark Hub (ATP Titan) - Mississippi Canyon 941,ATP,Oil and Gas Industry,oilrig,n,n,n,n,,
42392,27.196,-90.027,Atlantis Semisub - Green Canyon 787,BP Inc,Oil and Gas Industry,oilrig,n,n,n,n,0,
42393,27.301,-90.135,Shenzi TLP - Green Canyon 653,BHP,Oil and Gas Industry,oilrig,n,n,n,n,,
42394,28.157,-89.24,Olympus TLP - Mississippi Canyon 807,Shell Oil,Oil and Gas Industry,oilrig,n,y,y,n,0,
42395,26.404,-90.792,Shell Alcyone Buoy - C16522 - Walker Ridge 552,Shell Oil,Oil and Gas Industry,buoy,y,y,n,n,0,
42396,26.235,-91.261,Jack & St Malo FPU - Walker Ridge Block 758,Chevron,Oil and Gas Industry,oilrig,n,n,n,n,,
42397,28.755,-88.267,Delta House FPU - Mississippi Canyon 254,LLOG,Oil and Gas Industry,oilrig,n,n,n,n,,
42398,26.132,-92.04,Lucius SPAR - Keathley Canyon 875,Anadarko,Oil and Gas Industry,oilrig,n,y,y,n,,
42399,27.111,-92.04,Heidelberg - Green Canyon 860,Anadarko,Oil and Gas Industry,oilrig,n,y,y,n,,
42400,28.574,-87.934,Shell Appomattox - MC 437,Shell Oil,Oil and Gas Industry,oilrig,n,y,y,n,,
42401,27.509,-90.556,Stampede TLP - Green Canyon 468,Amerada Hess,Oil and Gas Industry,oilrig,n,n,n,n,,
42402,26.981,-90.533,Big Foot - Walker Ridge 29,Chevron,Oil and Gas Industry,oilrig,n,n,n,n,,
42407,15.229,-68.188,"SOUTH PUERTO RICO - 230 NM Southwest of San Juan, PR",NDBC,Tsunami,dart,n,n,n,y,,
42409,25.911,-89.264,"GULF OF MEXICO - 247 NM South of New Orleans, LA",NDBC,Tsunami,dart,n,n,n,y,,
42851,27.57,-92.395,Noble Globetrotter I - Garden Banks 427,Shell Oil,Oil and Gas Industry,oilrig,n,y,y,n,,
42852,28.501,-89.769,Who Dat FPS - Mississippi Canyon 547,LLOG,Oil and Gas Industry,oilrig,n,n,n,n,,
42853,27.461,-93.569,West Capricorn - Garden Banks 492,LLOG,Oil and Gas Industry,oilrig,n,n,n,n,,
42854,27.768,-90.798,Atwood Condor - Green Canyon 199,Noble Energy,Oil and Gas Industry,oilrig,n,n,n,n,,
42855,28.201,-88.766,ENSCO 8506 - Mississippi Canyon 772,ENI Petroleum,Oil and Gas Industry,oilrig,n,n,n,n,,
42856,26.52,-90.531,Titanium Explorer - Walker Ridge 425,Petrobras,Oil and Gas Industry,oilrig,n,n,n,n,,
42857,27.944,-90.879,Noble Don Taylor - GC 21,Talos Energy LLC,Oil and Gas Industry,oilrig,n,n,n,n,,
42858,27.962,-89.048,Stena IceMAX - Atwater Valley 18,Shell Oil,Oil and Gas Industry,oilrig,n,n,n,n,,
42859,27.514,-90.376,Discoverer 534 (D534) - Green Canyon 516,Helix,Oil and Gas Industry,oilrig,n,n,n,n,,
42860,27.937,-90.01,Atwood Advantage - Mississippi Canyon 40,Noble Energy,Oil and Gas Industry,oilrig,n,n,n,n,,
42861,28.369,-87.924,Deepwater Nautilus -  Mississippi Canyon 657,Shell Oil,Oil and Gas Industry,oilrig,n,n,n,n,,
42862,27.57,-92.396,Noble Jim Thompson - Garden Banks 427,Shell Oil,Oil and Gas Industry,oilrig,n,n,n,n,,
42863,28.962,-88.696,Ocean Victory - Mississippi Canyon 26,Stone Energy,Oil and Gas Industry,oilrig,n,n,n,n,,
42864,26.312,-94.4,Thalassa - Alaminos Canyon 691,Shell Oil,Oil and Gas Industry,oilrig,n,y,y,n,,
42865,28.466,-88.294,BlackHornet - MC518,BP Inc,Oil and Gas Industry,oilrig,n,y,y,n,,
42866,28.491,-88.997,Transocean Amirante - Mississippi Canyon 460,ENI Petroleum,Oil and Gas Industry,oilrig,n,n,n,n,,
42867,28.183,-88.629,Discoverer Deep Seas - Mississippi Canyon 819,Murphy,Oil and Gas Industry,oilrig,n,n,n,n,,
42868,28.214,-88.519,Discoverer Enterprise - Mississippi Canyon 777,BP Inc,Oil and Gas Industry,oilrig,n,n,n,n,,
42869,26.995,-92.23,Pacific Khamsin - Garden Banks 1003,Total USA,Oil and Gas Industry,oilrig,n,n,n,n,,
42870,27.458,-90.884,Ocean America - Green Canyon 505,Mariner Energy Inc. for MMS,Oil and Gas Industry,oilrig,n,n,n,n,,
42871,27.331,-89.868,GSF CR Luigs - Atwater Valley 617,BHP,Oil and Gas Industry,oilrig,n,n,n,n,,
42873,26.1,-94.89,Pontus - Walker Ridge 508,Shell Oil,Oil and Gas Industry,oilrig,n,n,n,n,,
42874,27.059,-91.199,Deepwater Asgard - Greeni Canyon 895,Beacon Offshore,Oil and Gas Industry,oilrig,n,y,y,n,,
42875,28.154,-89.836,Noble Amos Runner - Mississippi Canyon 794,LLOG,Oil and Gas Industry,oilrig,n,n,n,n,,
42876,26.319,-91.085,Deepwater Conqueror - Walker Ridge 634,Chevron,Oil and Gas Industry,oilrig,n,y,y,n,,
42877,28.18,-89.29,Cajun Express - Mississippi Canyon 762,Shell Oil,Oil and Gas Industry,oilrig,n,n,n,n,,
42878,28.246,-88.928,Noble Paul Romano - Mississippi Canyon 725,Amerada Hess,Oil and Gas Industry,oilrig,n,n,n,n,,
42879,28.274,-88.839,Ocean BlackRhino - MC683,Diamond Offshore,Oil and Gas Industry,oilrig,n,n,n,n,,
42880,27.146,-90.319,West Auriga - Green Canyon 825,BP Inc,Oil and Gas Industry,oilrig,n,n,n,n,,
42881,27.554,-88.361,Transocean Marianas - Atwater Valley 428,ENI Petroleum,Oil and Gas Industry,oilrig,n,n,n,n,,
42882,28.185,-89.13,Noble Globetrotter II - MC765,Shell Oil,Oil and Gas Industry,oilrig,n,y,y,n,,
42883,26.515,-94.212,Maersk Valiant - Alaminos Canyon 475,ConocoPhillips,Oil and Gas Industry,oilrig,n,n,n,n,,
42884,26.104,-92.047,Ocean Blackhawk - KC919,Anadarko,Oil and Gas Industry,oilrig,n,y,y,n,,
42885,28.249,-88.828,GSF Development Driller II - Mississippi Canyon 727 #2,BP Inc,Oil and Gas Industry,oilrig,n,n,n,n,,
42886,28.17,-89.24,Discoverer Spirit - Mississippi Canyon 762,Shell Oil,Oil and Gas Industry,oilrig,n,n,n,n,,
42887,28.191,-88.496,Thunder Horse Semisub - Mississippi Canyon 778,BP Inc,Oil and Gas Industry,oilrig,n,y,y,n,0,
42888,26.305,-91.073,Rowan Relentless - Walker Ridge 678,Chevron,Oil and Gas Industry,oilrig,n,n,n,n,,
42889,28.394,-89.465,Medusa Spar - Mississippi Canyon 582A,Murphy,Oil and Gas Industry,oilrig,n,n,n,n,,
42890,27.625,-90.441,Front Runner SPAR - Green Canyon 338A,Murphy,Oil and Gas Industry,oilrig,n,n,n,n,,
42891,27.224,-90.014,West Vela - Green Canyon 743,BP Inc,Oil and Gas Industry,oilrig,n,y,y,n,,
42892,27.599,-92.298,Ocean Baroness - Garden Banks 386,Amerada Hess,Oil and Gas Industry,oilrig,n,n,n,n,,
42893,27.146,-90.319,ENSCO DS-3 - Green Canyon 825,BP Inc,Oil and Gas Industry,oilrig,n,n,n,n,,
42894,28.77,-88.834,Noble Lorris Bouzigard - Mississippi Canyon 199,LLOG,Oil and Gas Industry,oilrig,n,n,n,n,,
42895,28.273,-88.662,Island Performer - Mississippi Canyon 730,Shell Oil,Oil and Gas Industry,oilrig,n,n,n,n,,
42896,28.13,-89.999,Sevan Louisiana - Ewing Banks 833,Walter Oil and Gas,Oil and Gas Industry,oilrig,n,n,n,n,,
42897,27.355,-89.797,GSF Development Driller I - Atwater Valley 575,BHP,Oil and Gas Industry,oilrig,n,n,n,n,,
42898,27.026,-92.237,Rowan Reliance - Keathley Canyon 129,Cobalt Energy,Oil and Gas Industry,oilrig,n,n,n,n,,
42899,26.066,-92.06,Ocean Endeavor - Keathley Canyon 919,ExxonMobil,Oil and Gas Industry,oilrig,n,n,n,n,,
42900,28.36,-89.423,Ocean Saratoga - Mississippi Canyon 583,Walter Oil and Gas,Oil and Gas Industry,oilrig,n,n,n,n,,
42901,27.22,-90.03,Q5000 - Green Canyon 743,BP Inc,Oil and Gas Industry,oilrig,n,n,n,n,,
42902,28.622,-87.984,Deepwater Proteus - Mississippi Canyon 392,Shell Oil,Oil and Gas Industry,oilrig,n,y,y,n,,
42903,28.845,-87.843,Valaris Renaissance - De Soto Canyon 134,Murphy,Oil and Gas Industry,oilrig,n,n,n,n,,
42904,28.085,-87.986,Independence Hub -  Mississippi Canyon 920,Anadarko,Oil and Gas Industry,oilrig,n,n,n,n,,
42905,26.726,-90.508,"P10,000 - Walker Ridge 249",Petrobras,Oil and Gas Industry,oilrig,n,n,n,n,,
42906,28.471,-87.935,Deepwater Poseidon - Mississippi Canyon 657,Shell Oil,Oil and Gas Industry,oilrig,n,y,y,n,,
42907,27.128,-90.342,Ocean BlackLion - Green Canyon 825,BP Inc,Oil and Gas Industry,oilrig,n,n,n,n,,
42908,26.909,-93.305,West Sirius - Keathley Canyon 57,BP Inc,Oil and Gas Industry,oilrig,n,n,n,n,,
42909,28.201,-88.752,ENSCO 8500 - Mississippi Canyon 772,ENI Petroleum,Oil and Gas Industry,oilrig,n,n,n,n,,
42910,27.847,-90.719,Noble Driller - Green Canyon 113,Marubeni Oil and Gas Inc,Oil and Gas Industry,oilrig,n,n,n,n,,
42911,27.464,-92.433,Ocean Monarch - Garden Banks 515 #3,Marathon Oil,Oil and Gas Industry,oilrig,n,n,n,n,,
42912,27.233,-91.143,Discoverer Clear Leader - Garden Banks 720,Chevron,Oil and Gas Industry,oilrig,n,n,n,n,,
42913,28.509,-88.031,ENSCO 8501 - Mississippi Canyon 479,Noble Energy,Oil and Gas Industry,oilrig,n,n,n,n,,
42914,26.806,-90.567,Discoverer Americas - Walker Ridge 160,Statoil Hydro,Oil and Gas Industry,oilrig,n,n,n,n,,
42915,28.01,-89.043,Maersk Developer - Mississippi Canyon 942,Maersk Drilling USA,Oil and Gas Industry,oilrig,n,n,n,n,,
42916,28.445,-88.277,Development Driller III -  Mississippi Canyon 562,BP Inc,Oil and Gas Industry,oilrig,n,n,n,n,,
42917,27.691,-91.114,Discoverer Inspiration - Green Canyon 280,Talos Energy LLC,Oil and Gas Industry,oilrig,n,n,n,n,,
42918,27.691,-91.114,Noble Danny Adkins - Green Canyon 280,Talos Energy LLC,Oil and Gas Industry,oilrig,n,n,n,n,,
42919,28.26,-88.885,Stena Forth - Mississippi Canyon 725,Amerada Hess,Oil and Gas Industry,oilrig,n,n,n,n,,
42920,26.865,-93.661,ENSCO DS-4 - Keathley Canyon 93,BP Inc,Oil and Gas Industry,oilrig,n,n,n,n,,
42921,28.354,-87.82,Deepwater Pathfinder - DeSoto Canyon 618 #1,ENI Petroleum,Oil and Gas Industry,oilrig,n,n,n,n,,
42922,26.449,-90.784,Noble Jim Day - Walker Ridge 508,Shell Oil,Oil and Gas Industry,oilrig,n,n,n,n,,
42923,27.747,-91.088,ENSCO 8502 - Green Canyon 237,Talos Energy LLC,Oil and Gas Industry,oilrig,n,n,n,n,,
42924,28.243,-88.827,ENSCO 8503 - Mississippi Canyon 727,Kosmos Energy,Oil and Gas Industry,oilrig,n,n,n,n,,
42925,28.301,-88.127,ENSCO DS-5 - Mississippi Canyon 697,Murphy,Oil and Gas Industry,oilrig,n,n,n,n,,
42926,26.201,-92.871,Discoverer India - Keathley Canyon 770,Chevron,Oil and Gas Industry,oilrig,n,n,n,n,,
42927,28.418,-88.032,Noble Bully I - Mississippi Canyon 567,Shell Oil,Oil and Gas Industry,oilrig,n,n,n,n,,
42928,28.238,-88.774,ENSCO 8505 - Mississippi Canyon 728,ENI Petroleum,Oil and Gas Industry,oilrig,n,y,y,n,,
42929,26.949,-93.442,Pacific Santa Ana -  Keathley Canyon 10,Chevron,Oil and Gas Industry,oilrig,n,n,n,n,,
42930,26.906,-94.906,Deepwater Champion - Alaminos Canyon 65,ExxonMobil,Oil and Gas Industry,oilrig,n,n,n,n,,
42931,27.601,-91.354,Noble Bob Douglas - Green Canyon 364,ExxonMobil,Oil and Gas Industry,oilrig,n,n,n,n,,
42932,27.371,-90.145,Deepwater Invictus - Green Canyon 608,BHP,Oil and Gas Industry,oilrig,n,n,n,n,,
42933,27.333,-90.599,Noble Sam Croft - Green Canyon 643,Freeport-McMoRan,Oil and Gas Industry,oilrig,n,n,n,n,,
42934,28.308,-87.318,Pacific Sharav - Mississippi Canyon 700,Chevron,Oil and Gas Industry,oilrig,n,n,n,n,,
42935,28.235,-88.995,Tubular Bells Spar - Green Canyon 724,Amerada Hess,Oil and Gas Industry,oilrig,n,n,n,n,,
42936,27.934,-89.961,Rowan Resolute - Viosca Knoll MC40,Fieldwood Energy,Oil and Gas Industry,oilrig,n,n,n,n,,
42937,28.784,-88.235,Maersk Viking - Mississippi Canyon 211,ExxonMobil,Oil and Gas Industry,oilrig,n,n,n,n,,
42938,28.257,-89.274,Ocean Onyx - Mississippi Canyon 674,Apache Deepwater LLC,Oil and Gas Industry,oilrig,n,n,n,n,,
42939,28.859,-88.044,Noble Tom Madden - Mississippi Canyon 84,Freeport-McMoRan,Oil and Gas Industry,oilrig,n,n,n,n,,
42940,28.079,-89.982,West Neptune - EW877,LLOG,Oil and Gas Industry,oilrig,n,y,n,n,,
43001,8,-110,8N 110W,NDBC,TAO,tao,,,,,0,22
43301,8,-95,8N 95W,NDBC,TAO,tao,,,,,0,23
43412,16.045,-106.967,"SOUTHWEST MANZANILLO - 240 NM SW of Manzanillo, MX",NDBC,Tsunami,dart,n,n,n,y,,
43413,11.012,-100.083,"SOUTH ACAPULCO - 360NM South of Acapulco, MX",NDBC,Tsunami,dart,n,n,n,y,,
44005,43.202,-69.127,"GULF OF MAINE - 78 NM East of Portsmouth, NH",NDBC,NDBC Meteorological/Ocean,buoy,y,n,n,n,0,
44007,43.525,-70.14,"PORTLAND - 12 NM Southeast of Portland,ME",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
44008,40.504,-69.248,NANTUCKET 54 NM Southeast of Nantucket,NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
44009,38.457,-74.702,"DELAWARE BAY 26 NM Southeast of Cape May, NJ",NDBC,NDBC Meteorological/Ocean,buoy,y,n,n,n,0,
44011,41.07,-66.588,"GEORGES BANK 170 NM East of Hyannis, MA",NDBC,NDBC Meteorological/Ocean,other,n,n,n,n,0,
44013,42.346,-70.651,"BOSTON 16 NM East of Boston, MA",NDBC,NDBC Meteorological/Ocean,buoy,y,n,n,n,0,
44014,36.609,-74.842,"VIRGINIA BEACH 64 NM East of Virginia Beach, VA",NDBC,NDBC Meteorological/Ocean,buoy,y,n,n,n,0,
44017,40.693,-72.049,"MONTAUK POINT - 23 NM SSW of Montauk Point, NY",NDBC,NDBC Meteorological/Ocean,other,n,n,n,n,0,
44018,42.206,-70.143,"CAPE COD - 9 NM North of Provincetown, MA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
44020,41.493,-70.279,NANTUCKET SOUND,NDBC,NDBC Meteorological/Ocean,buoy,y,n,n,n,0,
44022,40.883,-73.728,Execution Rocks,MYSOUND,IOOS Partners,buoy,y,n,n,n,0,
44024,42.327,-65.912,Buoy N01 - Northeast Channel,Northeastern Regional Association of Coastal Ocean Observing Systems,IOOS Partners,buoy,n,n,n,n,0,
44025,40.251,-73.164,"LONG ISLAND - 30 NM South of Islip, NY",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
44027,44.283,-67.3,"Jonesport, ME - 20 NM SE of Jonesport, ME",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
44029,42.523,-70.566,Buoy A01 - Massachusetts Bay,Northeastern Regional Association of Coastal Ocean Observing Systems,IOOS Partners,buoy,y,y,y,n,0,
44030,43.179,-70.426,Buoy B01 - Western Maine Shelf,Northeastern Regional Association of Coastal Ocean Observing Systems,IOOS Partners,buoy,y,y,n,n,0,
44032,43.715,-69.355,Buoy E01 - Central Maine Shelf,Northeastern Regional Association of Coastal Ocean Observing Systems,IOOS Partners,buoy,y,y,y,n,0,
44033,44.055,-68.996,Buoy F01 - Penobscot Bay,Northeastern Regional Association of Coastal Ocean Observing Systems,IOOS Partners,buoy,y,y,y,n,0,
44034,44.103,-68.112,Buoy I01 - Eastern Maine Shelf,Northeastern Regional Association of Coastal Ocean Observing Systems,IOOS Partners,buoy,y,y,y,n,0,
44037,43.497,-67.876,Buoy M01 - Jordan Basin,Northeastern Regional Association of Coastal Ocean Observing Systems,IOOS Partners,buoy,y,y,n,n,0,
44039,41.138,-72.655,Central Long Island Sound,MYSOUND,IOOS Partners,buoy,n,n,n,n,0,
44040,40.956,-73.58,Western Long Island Sound,MYSOUND,IOOS Partners,buoy,n,n,n,n,0,
44041,37.212,-76.785,"Jamestown, VA",Chesapeake Bay Interpretive Buoy System (CBIBS),IOOS Partners,buoy,n,n,n,n,0,
44042,38.033,-76.335,"Potomac, MD",Chesapeake Bay Interpretive Buoy System (CBIBS),IOOS Partners,buoy,n,n,n,n,0,
44043,39.152,-76.391,"Patapsco, MD",Chesapeake Bay Interpretive Buoy System (CBIBS),IOOS Partners,buoy,n,n,n,n,0,
44056,36.199,-75.715,"Duck FRF, NC",U.S. Army Corps of Engineers,IOOS Partners,buoy,y,n,n,n,0,
44057,39.54,-76.074,"Susquehanna, MD",Chesapeake Bay Interpretive Buoy System (CBIBS),IOOS Partners,buoy,n,n,n,n,0,
44058,37.567,-76.257,"Stingray Point, VA",Chesapeake Bay Interpretive Buoy System (CBIBS),IOOS Partners,buoy,y,n,y,n,0,
44061,38.788,-77.036,"Upper Potomac, MD",Chesapeake Bay Interpretive Buoy System (CBIBS),IOOS Partners,buoy,n,n,n,n,0,
44062,38.556,-76.415,"Gooses Reef, MD",Chesapeake Bay Interpretive Buoy System (CBIBS),IOOS Partners,buoy,y,y,y,n,0,
44063,38.963,-76.448,"Annapolis, MD",Chesapeake Bay Interpretive Buoy System (CBIBS),IOOS Partners,buoy,y,y,y,n,0,
44064,36.998,-76.087,"First Landing, VA",Chesapeake Bay Interpretive Buoy System (CBIBS),IOOS Partners,buoy,n,n,n,n,0,
44065,40.369,-73.703,"New York Harbor Entrance - 15 NM SE of Breezy Point , NY",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
44066,39.618,-72.644,"Texas Tower #4 - 75 NM East of Long Beach, NJ",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
44069,40.699,-73.086,Great South Bay,Stony Brook University,IOOS Partners,buoy,y,n,n,n,0,
44072,37.201,-76.266,"York Spit, VA   ",Chesapeake Bay Interpretive Buoy System (CBIBS),IOOS Partners,buoy,y,y,y,n,0,
44073,43.02,-70.54,CO2 Gulf of Maine Buoy,University of New Hampshire,IOOS Partners,buoy,y,n,y,n,0,
44075,40.363,-70.883,OOI Pioneer Inshore Surface Mooring,Ocean Observatories Initiative,IOOS Partners,buoy,n,n,n,n,0,
44076,40.137,-70.775,OOI Pioneer Central Surface Mooring,Ocean Observatories Initiative,IOOS Partners,buoy,n,n,n,n,0,
44077,39.94,-70.883,OOI Pioneer Offshore Surface Mooring,Ocean Observatories Initiative,IOOS Partners,buoy,n,n,n,n,0,
44078,59.94,-39.52,OOI Irminger Sea Surface Mooring,Ocean Observatories Initiative,IOOS Partners,buoy,n,n,n,n,0,
44086,36.001,-75.421,"Nags Head, NC (243)",UNC Coastal Studies Institute,IOOS Partners,buoy,y,n,n,n,0,
44087,37.026,-76.151,"Thimble Shoal, VA (240)",U.S. Navy,IOOS Partners,buoy,y,n,n,n,0,
44088,36.614,-74.842,"Virginia Beach Offshore, VA (171)",SCRIPPS,IOOS Partners,buoy,y,y,n,n,0,
44089,37.754,-75.325,"Wallops Island, VA (224)",U.S. Army Corps of Engineers,IOOS Partners,buoy,y,n,n,n,0,
44090,41.84,-70.329,"Cape Cod Bay, MA (221)",Woods Hole Group/NERACOOS,IOOS Partners,buoy,y,n,n,n,0,
44091,39.778,-73.769,"Barnegat, NJ (209)",U.S. Army Corps of Engineers,IOOS Partners,buoy,y,n,n,n,0,
44095,35.75,-75.33,"Oregon Inlet, NC (192)",UNC Coastal Studies Institute,IOOS Partners,buoy,y,n,n,n,0,
44097,40.969,-71.127,"Block Island, RI  (154)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
44098,42.798,-70.168,"Jeffrey's Ledge, NH (160)",University of New Hampshire,IOOS Partners,buoy,y,n,n,n,0,
44099,36.914,-75.72,"Cape Henry, VA (147)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
44100,36.26,-75.594,"Duck FRF 26m, NC (430)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
44137,42.26,-62,East Scotia Slope,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
44138,44.25,-53.63,SW Grand Banks,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,0,
44139,44.24,-57.1,Banqureau Banks,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
44140,42.87,-51.47,Tail of the Bank,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,0,
44141,42.99,-57.96,Laurentian Fan,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,0,
44150,42.5,-64.02,La Have Bank,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
44174,49.075,-60.822,Anticosti,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,0,
44175,46.877,-62,iles de la Madeleine,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,0,
44176,47.535,-64.527,Point Escuminac,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,0,
44251,46.44,-53.39,Nickerson Bank,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,0,
44255,47.27,-57.34,NE Burgeo Bank,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,0,
44258,44.5,-63.4,Halifax Harbour,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,0,
44402,39.289,-70.639,"SOUTHEAST BLOCK CANYON - 130 NM SE of Fire Island, NY",NDBC,Tsunami,dart,n,n,n,n,0,
44403,41.904,-61.655,"SABLE ISLAND BANK - 437 NM E of Boston, MA",NDBC,Tsunami,dart,n,n,n,y,0,
45001,48.061,-87.793,"MID SUPERIOR- 60 NM North Northeast Hancock, MI",NDBC,NDBC Meteorological/Ocean,buoy,n,n,n,n,183,
45002,45.344,-86.411,NORTH MICHIGAN- Halfway between North Manitou and Washington Islands.,NDBC,NDBC Meteorological/Ocean,buoy,y,n,n,n,176,
45003,45.351,-82.84,"NORTH HURON - 32NM Northeast of Alpena, MI",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,177,
45004,47.585,-86.585,"EAST SUPERIOR -70 NM NE Marquette, MI",NDBC,NDBC Meteorological/Ocean,other,n,n,n,n,183,
45005,41.677,-82.398,"WEST ERIE - 16 NM NW of Lorain, OH",NDBC,NDBC Meteorological/Ocean,buoy,n,n,n,n,174,
45006,47.335,-89.793,"WEST SUPERIOR - 30NM NE of Outer Island, WI",NDBC,NDBC Meteorological/Ocean,other,n,n,n,n,183,
45007,42.674,-87.026,"SOUTH MICHIGAN - 43NM East Southeast of Milwaukee, WI",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,176,
45008,44.283,-82.416,"SOUTH HURON - 43NM East of Oscoda, MI",NDBC,NDBC Meteorological/Ocean,other,n,n,n,n,177,
45012,43.621,-77.401,"EAST Lake Ontario  - 20NM North Northeast of Rochester, NY",NDBC,NDBC Meteorological/Ocean,other,n,n,n,n,74.7,
45013,43.1,-87.85,"ATW20 - Atwater Park, WI",University of Wisconsin-Milwaukee,IOOS Partners,buoy,n,n,n,n,176,
45014,44.802,-87.763,"GB17 - South Green Bay, WI",University of Wisconsin-Milwaukee,IOOS Partners,buoy,n,n,n,n,176,
45020,44.789,-85.604,"Grand Traverse Bay South Buoy, MI",Northwestern Michigan College,IOOS Partners,buoy,n,n,n,n,176,
45022,45.405,-85.086,"Little Traverse Bay Buoy, MI",University of Michigan CILER,IOOS Partners,buoy,n,n,n,n,176,
45023,47.27,-88.607,"North Entry Buoy, North Keweenaw Peninsula, MI",Michigan Technological University,IOOS Partners,buoy,n,n,n,n,183,
45024,43.955,-86.554,"Ludington Buoy, MI",University of Michigan CILER,IOOS Partners,buoy,n,n,n,n,176,
45025,46.969,-88.398,"South Entry Buoy, South Keweenaw Peninsula, MI",Michigan Technological University,IOOS Partners,buoy,n,n,n,n,183,
45026,41.982,-86.619,"Cook Nuclear Plant Buoy, Stevensville, MI",Limno Tech,IOOS Partners,buoy,n,n,n,n,176,
45027,46.86,-91.93,"McQuade Harbor Nearshore, MN","University of Minnesota, Duluth",IOOS Partners,buoy,n,n,n,n,183,
45028,46.814,-91.829,Western Lake Superior,"University of Minnesota, Duluth",IOOS Partners,buoy,n,n,n,n,183,
45029,42.9,-86.272,"Holland Buoy, MI",Limno Tech,IOOS Partners,buoy,n,n,n,n,176,
45132,42.46,-81.22,Port Stanley,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,174,
45135,43.78,-76.87,Prince Edward Pt,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,75,
45136,48.53,-86.95,Slate Island,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,183,
45137,45.54,-81.01,Georgian Bay,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,177,
45138,49.54,-65.71,Mont Louis,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,0,
45139,43.25,-79.53,West Lake Ontario - Grimsby,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,75,
45140,50.79,-96.73,Lake Winnipeg S. Basin,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,217,
45141,61.18,-115.31,Great Slave Lake,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,156,
45142,42.74,-79.29,Port Colborne,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,174,
45143,44.94,-80.627,South Georgian Bay,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,177,
45144,53.23,-98.29,Lake Winnipeg North,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,217,
45145,51.87,-96.97,Lake Winnipeg Narrows,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,217,
45147,42.43,-82.68,Lake St Clair,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,175,
45148,49.65,-94.5,Lake of the Woods,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,332,
45149,43.54,-82.07,Southern Lake Huron,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,177,
45150,61.98,-114.13,"Great Slave Lake, North Arm",Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,156,
45151,44.5,-79.37,Lake Simcoe,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,219,
45152,46.23,-79.72,Lake Nipissing,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,196,
45154,46.05,-82.64,North Channel East,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,177,
45155,43.59,-79.39,Pan Am Games,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,75,
